Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	-0.463	17.723	4.562	2.056	794.846	-0.623
0.002	-0.475	17.711	4.537	2.047	802.157	-0.620
0.003	-0.457	17.693	4.529	2.039	802.157	-0.621
0.005	-0.457	17.686	4.505	2.056	802.157	-0.622
0.006	-0.457	17.656	4.472	2.072	802.157	-0.621
0.008	-0.457	17.638	4.456	2.047	799.720	-0.621
0.009	-0.463	17.613	4.439	2.047	797.283	-0.621
0.011	-0.463	17.607	4.423	2.056	796.065	-0.622
0.012	-0.457	17.577	4.406	2.056	792.409	-0.626
0.014	-0.463	17.553	4.365	2.056	793.628	-0.623
0.015	-0.463	17.534	4.365	2.056	792.409	-0.622
0.017	-0.457	17.516	4.349	2.056	789.973	-0.623
0.019	-0.451	17.498	4.316	2.047	788.754	-0.623
0.020	-0.457	17.559	4.308	2.056	786.317	-0.623
0.022	-0.444	17.553	4.300	2.047	786.317	-0.623
0.023	-0.451	17.553	4.275	2.064	785.099	-0.621
0.025	-0.438	17.540	4.251	2.047	783.880	-0.622
0.026	-0.451	17.553	4.243	2.056	782.662	-0.622
0.028	-0.444	17.528	4.234	2.056	781.443	-0.625
0.029	-0.438	17.534	4.210	2.064	782.662	-0.622
0.031	-0.444	17.510	4.193	2.056	783.880	-0.619
0.033	-0.438	17.504	4.177	2.056	785.099	-0.621
0.034	-0.444	17.492	4.152	2.047	791.191	-0.620
0.036	-0.432	17.486	4.136	2.064	797.283	-0.619
0.037	-0.438	17.467	4.136	2.056	803.376	-0.619
0.039	-0.438	17.455	4.120	2.047	803.376	-0.619
0.040	-0.432	17.437	4.103	2.056	803.376	-0.617
0.042	-0.432	17.425	4.087	2.056	800.939	-0.619
0.043	-0.420	17.419	4.071	2.056	800.939	-0.619
0.045	-0.426	17.400	4.046	2.064	797.283	-0.619
0.046	-0.426	17.382	4.021	2.064	798.502	-0.620
0.048	-0.426	17.370	4.013	2.056	796.065	-0.620
0.050	-0.414	17.370	3.997	2.047	794.846	-0.616
0.051	-0.414	17.333	3.980	2.056	791.191	-0.617
0.053	-0.420	17.333	3.980	2.064	791.191	-0.616
0.054	-0.426	17.309	3.964	2.064	789.973	-0.617
0.056	-0.414	17.309	3.948	2.064	788.754	-0.617
0.057	-0.408	17.285	3.931	2.056	788.754	-0.616
0.059	-0.420	17.291	3.931	2.056	788.754	-0.616
0.060	-0.408	17.260	3.907	2.056	785.099	-0.620
0.062	-0.402	17.266	3.890	2.047	785.099	-0.619
0.064	-0.408	17.236	3.874	2.047	782.662	-0.621
0.065	-0.402	17.236	3.866	2.056	782.662	-0.619
0.067	-0.414	17.224	3.841	2.056	779.006	-0.623
0.068	-0.402	17.212	3.833	2.072	781.443	-0.625
0.070	-0.402	17.206	3.808	2.064	787.536	-0.625
0.071	-0.408	17.206	3.792	2.064	793.628	-0.622
0.073	-0.402	17.199	3.784	2.056	799.720	-0.626
0.074	-0.396	17.193	3.776	2.064	802.157	-0.625
0.076	-0.396	17.181	3.768	2.064	803.376	-0.623
0.077	-0.402	17.187	3.735	2.047	802.157	-0.627
0.079	-0.396	17.169	3.743	2.064	798.502	-0.626
0.081	-0.396	17.175	3.718	2.072	798.502	-0.625
0.082	-0.390	17.157	3.702	2.064	797.283	-0.626
0.084	-0.396	17.169	3.686	2.056	796.065	-0.628
0.085	-0.384	17.151	3.686	2.072	794.846	-0.628
0.087	-0.384	17.169	3.653	2.056	792.409	-0.630
0.088	-0.384	17.157	3.653	2.056	792.409	-0.627
0.090	-0.384	17.163	3.628	2.072	791.191	-0.626
0.091	-0.377	17.151	3.612	2.064	787.536	-0.627
0.093	-0.377	17.157	3.595	2.072	786.317	-0.623
0.095	-0.377	17.163	3.595	2.072	787.536	-0.626
0.096	-0.377	17.163	3.571	2.064	783.880	-0.625
0.098	-0.377	17.151	3.555	2.056	785.099	-0.626
0.099	-0.377	17.163	3.555	2.072	781.443	-0.627
0.101	-0.377	17.151	3.546	2.064	781.443	-0.627
0.102	-0.371	17.163	3.530	2.064	780.225	-0.627
0.104	-0.371	17.157	3.514	2.072	781.443	-0.623
0.105	-0.371	17.169	3.505	2.072	786.317	-0.623
0.107	-0.365	17.169	3.489	2.072	793.628	-0.621
0.108	-0.353	17.169	3.489	2.064	797.283	-0.622
0.110	-0.365	17.163	3.456	2.072	804.594	-0.622
0.112	-0.365	17.181	3.456	2.072	803.376	-0.622
0.113	-0.359	17.181	3.423	2.056	802.157	-0.622
0.115	-0.365	17.181	3.423	2.056	799.720	-0.622
0.116	-0.359	17.181	3.407	2.064	799.720	-0.622
0.118	-0.353	17.187	3.391	2.080	799.720	-0.622
0.119	-0.347	17.187	3.374	2.072	797.283	-0.622
0.121	-0.353	17.199	3.358	2.072	796.065	-0.621
0.122	-0.359	17.187	3.358	2.064	796.065	-0.619
0.124	-0.353	17.199	3.342	2.080	794.846	-0.617
0.126	-0.353	17.187	3.342	2.064	791.191	-0.620
0.127	-0.347	17.199	3.325	2.080	792.409	-0.619
0.129	-0.341	17.199	3.292	2.064	787.536	-0.620
0.130	-0.341	17.206	3.284	2.072	787.536	-0.620
0.132	-0.341	17.206	3.284	2.072	787.536	-0.620
0.133	-0.335	17.218	3.276	2.080	786.317	-0.622
0.135	-0.341	17.206	3.260	2.072	783.880	-0.622
0.136	-0.341	17.224	3.243	2.064	783.880	-0.621
0.138	-0.341	17.206	3.227	2.072	780.225	-0.621
0.139	-0.341	17.224	3.219	2.064	780.225	-0.627
0.141	-0.323	17.218	3.211	2.072	782.662	-0.627
0.143	-0.335	17.224	3.186	2.072	789.973	-0.626
0.144	-0.335	17.224	3.186	2.064	796.065	-0.626
0.146	-0.335	17.236	3.170	2.072	799.720	-0.627
0.147	-0.329	17.224	3.145	2.072	802.157	-0.628
0.149	-0.329	17.236	3.129	2.080	800.939	-0.627
0.150	-0.317	17.230	3.137	2.072	800.939	-0.628
0.152	-0.317	17.236	3.120	2.080	799.720	-0.627
0.153	-0.323	17.236	3.096	2.056	798.502	-0.627
0.155	-0.335	17.242	3.096	2.072	797.283	-0.628
0.157	-0.323	17.230	3.079	2.064	794.846	-0.628
0.158	-0.329	17.242	3.055	2.064	794.846	-0.630
0.160	-0.311	17.230	3.063	2.072	792.409	-0.628
0.161	-0.317	17.242	3.047	2.080	791.191	-0.627
0.163	-0.323	17.230	3.039	2.088	789.973	-0.628
0.164	-0.317	17.248	3.014	2.072	789.973	-0.627
0.166	-0.317	17.236	2.998	2.080	787.536	-0.627
0.167	-0.311	17.242	2.989	2.088	787.536	-0.628
0.169	-0.304	17.242	2.981	2.064	783.880	-0.626
0.170	-0.304	17.260	2.973	2.072	785.099	-0.627
0.172	-0.311	17.236	2.957	2.072	783.880	-0.625
0.174	-0.298	17.254	2.932	2.080	780.225	-0.627
0.175	-0.304	17.236	2.932	2.080	782.662	-0.626
0.177	-0.304	17.248	2.916	2.080	780.225	-0.622
0.178	-0.304	17.248	2.907	2.072	787.536	-0.625
0.180	-0.298	17.248	2.891	2.080	792.409	-0.622
0.181	-0.298	17.236	2.883	2.072	798.502	-0.623
0.183	-0.286	17.254	2.875	2.080	804.594	-0.625
0.184	-0.292	17.248	2.842	2.072	803.376	-0.623
0.186	-0.292	17.254	2.850	2.080	802.157	-0.623
0.188	-0.298	17.242	2.834	2.080	800.939	-0.625
0.189	-0.292	17.254	2.826	2.080	799.720	-0.625
0.191	-0.286	17.242	2.809	2.072	798.502	-0.622
0.192	-0.292	17.260	2.801	2.072	797.283	-0.622
0.194	-0.286	17.236	2.785	2.080	794.846	-0.621
0.195	33.887	17.254	2.826	2.080	977.619	-0.647
0.197	43.872	17.248	2.817	2.080	738.796	-0.620
0.198	44.353	17.254	2.834	2.072	774.132	-0.623
0.200	44.402	17.236	2.875	2.088	792.409	-0.615
0.201	44.414	17.260	2.899	2.064	793.628	-0.620
0.203	44.426	17.242	2.924	2.080	786.317	-0.621
0.205	44.432	17.242	2.948	2.080	787.536	-0.620
0.206	44.432	17.236	2.965	2.088	787.536	-0.621
0.208	44.432	17.254	2.998	2.072	785.099	-0.622
0.209	44.445	17.248	3.006	2.080	781.443	-0.622
0.211	44.426	17.254	3.030	2.072	782.662	-0.622
0.212	44.432	17.236	3.055	2.072	781.443	-0.625
0.214	44.438	17.248	3.079	2.097	785.099	-0.626
0.215	44.438	17.242	3.096	2.088	788.754	-0.626
0.217	44.432	17.254	3.112	2.072	794.846	-0.627
0.219	44.432	17.242	3.137	2.080	802.157	-0.627
0.220	44.432	17.248	3.153	2.072	803.376	-0.627
0.222	44.426	17.248	3.170	2.097	802.157	-0.628
0.223	44.420	17.248	3.178	2.072	802.157	-0.628
0.225	44.420	17.242	3.202	2.080	798.502	-0.628
0.226	44.414	17.254	3.219	2.088	799.720	-0.630
0.228	44.408	17.236	3.243	2.088	797.283	-0.630
0.229	44.420	17.260	3.243	2.080	787.536	-0.633
0.231	44.408	17.242	3.276	2.097	793.628	-0.631
0.232	44.414	17.248	3.284	2.088	792.409	-0.630
0.234	44.414	17.254	3.292	2.080	789.973	-0.628
0.236	44.408	17.260	3.317	2.080	791.191	-0.628
0.237	44.402	17.248	3.350	2.080	787.536	-0.628
0.239	44.396	17.254	3.358	2.097	788.754	-0.628
0.240	44.402	17.248	3.366	2.080	786.317	-0.628
0.242	44.384	17.260	3.383	2.097	782.662	-0.630
0.243	44.390	17.248	3.407	2.088	783.880	-0.627
0.245	44.384	17.266	3.423	2.088	781.443	-0.630
0.246	44.371	17.248	3.423	2.080	782.662	-0.628
0.248	44.378	17.266	3.440	2.072	787.536	-0.627
0.250	44.371	17.254	3.464	2.088	780.225	-0.626
0.251	44.365	17.266	3.497	2.080	788.754	-0.626
0.253	44.371	17.260	3.497	2.072	796.065	-0.625
0.254	44.359	17.260	3.514	2.080	799.720	-0.625
0.256	44.353	17.260	3.522	2.088	803.376	-0.626
0.257	44.359	17.266	3.546	2.088	803.376	-0.623
0.259	44.365	17.248	3.546	2.080	802.157	-0.623
0.260	44.353	17.260	3.555	2.080	800.939	-0.625
0.262	44.347	17.254	3.587	2.088	800.939	-0.625
0.263	44.347	17.266	3.587	2.080	799.720	-0.625
0.265	44.341	17.254	3.620	2.097	796.065	-0.625
0.267	44.335	17.272	3.620	2.088	796.065	-0.623
0.268	44.329	17.254	3.645	2.088	794.846	-0.621
0.270	44.323	17.272	3.653	2.097	791.191	-0.622
0.271	44.292	17.260	3.661	2.080	791.191	-0.621
0.273	44.280	17.272	3.686	2.080	788.754	-0.623
0.274	44.305	17.266	3.702	2.088	789.973	-0.625
0.276	44.305	17.272	3.727	2.088	788.754	-0.623
0.277	44.305	17.266	3.718	2.088	787.536	-0.623
0.279	44.311	17.272	3.743	2.080	785.099	-0.623
0.281	44.298	17.266	3.751	2.072	783.880	-0.625
0.282	44.298	17.279	3.776	2.088	782.662	-0.625
0.284	44.286	17.272	3.776	2.088	780.225	-0.626
0.285	44.286	17.279	3.800	2.088	779.006	-0.627
0.287	44.280	17.260	3.817	2.088	782.662	-0.630
0.288	44.280	17.272	3.817	2.088	791.191	-0.627
0.290	44.274	17.260	3.841	2.088	796.065	-0.628
0.291	44.268	17.279	3.841	2.080	804.594	-0.627
0.293	44.274	17.272	3.866	2.088	803.376	-0.628
0.294	44.262	17.272	3.882	2.080	800.939	-0.631
0.296	44.262	17.272	3.890	2.088	800.939	-0.630
0.298	44.262	17.279	3.907	2.088	800.939	-0.631
0.299	44.262	17.279	3.923	2.088	798.502	-0.630
0.301	44.250	17.285	3.931	2.088	796.065	-0.630
0.302	44.250	17.266	3.948	2.097	800.939	-0.628
0.304	44.231	17.279	3.956	2.097	793.628	-0.634
0.305	44.238	17.279	3.964	2.097	792.409	-0.634
0.307	44.231	17.285	3.989	2.088	789.973	-0.631
0.308	44.238	17.272	3.997	2.088	789.973	-0.632
0.310	44.231	17.285	4.013	2.088	788.754	-0.631
0.312	44.225	17.272	4.021	2.088	787.536	-0.632
0.313	44.219	17.285	4.038	2.088	786.317	-0.632
0.315	44.219	17.279	4.046	2.088	783.880	-0.631
0.316	44.213	17.297	4.062	2.105	785.099	-0.631
0.318	44.207	17.279	4.079	2.097	781.443	-0.632
0.319	44.207	17.291	4.079	2.088	782.662	-0.631
0.321	44.201	17.285	4.095	2.097	786.317	-0.628
0.322	44.195	17.291	4.103	2.097	783.880	-0.628
0.324	44.195	17.285	4.120	2.080	789.973	-0.627
0.325	44.195	17.297	4.136	2.088	796.065	-0.628
0.327	44.183	17.285	4.161	2.097	802.157	-0.627
0.329	44.189	17.291	4.169	2.088	804.594	-0.627
0.330	44.183	17.291	4.185	2.088	804.594	-0.627
0.332	44.183	17.303	4.177	2.080	800.939	-0.630
0.333	44.177	17.291	4.202	2.097	799.720	-0.626
0.335	44.164	17.297	4.210	2.097	798.502	-0.628
0.336	44.164	17.291	4.234	2.097	798.502	-0.628
0.338	44.164	17.303	4.243	2.105	798.502	-0.628
0.339	44.152	17.291	4.259	2.080	796.065	-0.625
0.341	44.158	17.303	4.251	2.088	794.846	-0.625
0.343	44.152	17.285	4.275	2.088	792.409	-0.626
0.344	44.146	17.303	4.284	2.080	791.191	-0.626
0.346	44.140	17.291	4.292	2.088	791.191	-0.626
0.347	44.146	17.297	4.316	2.088	788.754	-0.627
0.349	44.140	17.291	4.324	2.088	788.754	-0.625
0.350	44.128	17.309	4.349	2.088	785.099	-0.627
0.352	44.128	17.297	4.341	2.088	785.099	-0.626
0.353	44.122	17.297	4.365	2.088	783.880	-0.626
0.355	44.116	17.297	4.382	2.097	782.662	-0.627
0.356	44.116	17.315	4.390	2.088	775.351	-0.628
0.358	44.110	17.291	4.406	2.105	781.443	-0.632
0.360	44.110	17.309	4.423	2.097	785.099	-0.632
0.361	44.116	17.303	4.431	2.097	789.973	-0.634
0.363	44.104	17.309	4.447	2.088	798.502	-0.633
0.364	44.098	17.297	4.447	2.097	802.157	-0.632
0.366	44.091	17.315	4.456	2.105	802.157	-0.634
0.367	44.098	17.297	4.464	2.097	800.939	-0.633
0.369	44.091	17.315	4.480	2.097	800.939	-0.636
0.370	44.079	17.309	4.505	2.088	799.720	-0.632
0.372	44.079	17.303	4.505	2.088	796.065	-0.634
0.374	44.079	17.309	4.529	2.088	796.065	-0.636
0.375	44.079	17.315	4.537	2.097	794.846	-0.639
0.377	44.061	17.309	4.546	2.097	793.628	-0.636
0.378	44.073	17.321	4.554	2.088	792.409	-0.634
0.380	44.061	17.309	4.570	2.097	791.191	-0.636
0.381	44.055	17.321	4.578	2.088	789.973	-0.634
0.383	44.061	17.315	4.603	2.097	787.536	-0.637
0.384	44.049	17.321	4.603	2.097	788.754	-0.636
0.386	44.055	17.315	4.619	2.088	785.099	-0.636
0.387	44.043	17.321	4.628	2.088	786.317	-0.636
0.389	44.043	17.315	4.644	2.097	782.662	-0.634
0.391	44.037	17.333	4.652	2.088	782.662	-0.637
0.392	44.037	17.315	4.669	2.097	779.006	-0.634
0.394	44.024	17.321	4.685	2.097	783.880	-0.632
0.395	44.031	17.321	4.693	2.097	786.317	-0.632
0.397	44.024	17.327	4.693	2.105	792.409	-0.632
0.398	44.024	17.333	4.709	2.080	796.065	-0.632
0.400	44.018	17.327	4.718	2.105	803.376	-0.631
0.401	5.668	17.309	4.726	2.105	973.964	-0.609
0.403	-0.183	17.327	4.685	2.105	730.267	-0.614
0.405	-0.426	17.327	4.652	2.097	794.846	-0.634
0.406	-0.444	17.333	4.628	2.097	792.409	-0.627
0.408	-0.457	17.321	4.603	2.088	802.157	-0.622
0.409	-0.463	17.333	4.587	2.097	802.157	-0.627
0.411	-0.475	17.327	4.578	2.105	794.846	-0.628
0.412	-0.463	17.327	4.546	2.097	794.846	-0.623
0.414	-0.463	17.327	4.513	2.097	796.065	-0.621
0.415	-0.457	17.333	4.496	2.097	792.409	-0.625
0.417	-0.463	17.327	4.480	2.097	789.973	-0.626
0.418	-0.463	17.333	4.464	2.080	789.973	-0.623
0.420	-0.457	17.333	4.439	2.097	788.754	-0.626
0.422	-0.457	17.333	4.423	2.105	787.536	-0.625
0.423	-0.463	17.327	4.398	2.088	788.754	-0.625
0.425	-0.463	17.333	4.390	2.105	786.317	-0.626
0.426	-0.457	17.333	4.382	2.097	785.099	-0.626
0.428	-0.451	17.346	4.357	2.097	785.099	-0.626
0.429	-0.457	17.333	4.341	2.080	775.351	-0.631
0.431	-0.457	17.327	4.316	2.105	780.225	-0.633
0.432	-0.451	17.339	4.292	2.088	787.536	-0.631
0.434	-0.457	17.346	4.284	2.097	793.628	-0.633
0.436	-0.457	17.339	4.267	2.097	799.720	-0.633
0.437	-0.451	17.346	4.251	2.097	804.594	-0.633
0.439	-0.451	17.339	4.234	2.097	802.157	-0.632
0.440	-0.444	17.339	4.210	2.088	802.157	-0.632
0.442	-0.444	17.339	4.193	2.097	799.720	-0.632
0.443	-0.451	17.352	4.185	2.097	798.502	-0.634
0.445	-0.432	17.346	4.169	2.097	798.502	-0.633
0.446	-0.438	17.346	4.144	2.105	796.065	-0.633
0.448	-0.432	17.346	4.128	2.088	794.846	-0.638
0.449	-0.432	17.352	4.112	2.097	792.409	-0.636
0.451	-0.432	17.346	4.103	2.097	792.409	-0.634
0.453	-0.426	17.352	4.079	2.097	789.973	-0.634
0.454	-0.426	17.352	4.062	2.088	789.973	-0.634
0.456	-0.426	17.346	4.062	2.105	788.754	-0.634
0.457	-0.426	17.352	4.046	2.105	787.536	-0.633
0.459	-0.426	17.358	4.030	2.088	785.099	-0.634
0.460	-0.426	17.346	3.997	2.097	787.536	-0.631
0.462	-0.426	17.352	3.997	2.113	782.662	-0.636
0.463	-0.420	17.358	3.980	2.105	781.443	-0.633
0.465	-0.414	17.352	3.964	2.097	780.225	-0.634
0.467	-0.414	17.352	3.948	2.097	782.662	-0.631
0.468	-0.426	17.352	3.931	2.105	785.099	-0.630
0.470	-0.414	17.352	3.923	2.097	792.409	-0.631
0.471	-0.408	17.358	3.907	2.097	799.720	-0.631
0.473	-0.414	17.352	3.899	2.097	804.594	-0.630
0.474	-0.402	17.364	3.874	2.097	804.594	-0.630
0.476	-0.414	17.352	3.866	2.097	803.376	-0.628
0.477	-0.402	17.364	3.849	2.097	800.939	-0.630
0.479	-0.408	17.352	3.833	2.097	799.720	-0.631
0.480	-0.402	17.364	3.817	2.105	798.502	-0.630
0.482	-0.396	17.358	3.800	2.097	797.283	-0.628
0.484	-0.396	17.370	3.784	2.113	796.065	-0.630
0.485	-0.390	17.358	3.784	2.097	794.846	-0.628
0.487	-0.396	17.370	3.776	2.105	794.846	-0.627
0.488	-0.396	17.370	3.743	2.105	791.191	-0.630
0.490	-0.390	17.370	3.735	2.097	791.191	-0.627
0.491	-0.390	17.370	3.718	2.097	789.973	-0.630
0.493	-0.396	17.370	3.702	2.097	787.536	-0.631
0.494	-0.396	17.370	3.694	2.105	787.536	-0.631
0.496	-0.390	17.376	3.686	2.113	785.099	-0.631
0.498	-0.390	17.370	3.669	2.097	786.317	-0.631
