Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A	RPM	Torque
22.768	-16.140	27.860	-11.690	0.041	0.025	0.025	-0.255	-0.001
22.831	-15.665	28.012	-12.304	0.041	0.016	0.025	-0.255	-0.001
22.893	-15.184	28.128	-12.913	0.041	0.016	0.016	-0.255	0.002
22.956	-14.679	28.225	-13.528	0.033	0.025	0.025	0.986	0.003
23.018	-14.149	28.317	-14.125	0.033	0.025	0.016	-0.255	-0.002
23.081	-13.674	28.390	-14.667	0.049	0.025	0.016	-1.495	-0.001
23.143	-13.291	28.481	-15.142	0.033	0.033	0.016	-0.255	0.000
23.206	-12.883	28.505	-15.598	0.041	0.025	0.033	-0.255	-0.001
23.269	-12.444	28.554	-16.061	0.033	0.025	0.025	0.986	0.000
23.331	-12.037	28.560	-16.487	0.041	0.016	0.025	-0.255	-0.001
23.394	-11.574	28.554	-16.944	0.041	0.016	0.025	0.986	0.000
23.456	-11.062	28.505	-17.406	0.033	0.025	0.016	-0.255	0.000
23.519	-10.527	28.426	-17.851	0.033	0.033	0.025	-0.255	-0.001
23.581	-10.015	28.317	-18.283	0.041	0.016	0.033	0.986	0.000
23.644	-9.461	28.171	-18.673	0.033	0.033	0.025	-0.255	0.002
23.706	-8.883	27.994	-19.081	0.025	0.033	0.025	-0.255	0.000
23.769	-8.244	27.744	-19.470	0.033	0.025	0.033	-0.255	0.002
23.832	-7.470	27.391	-19.884	0.025	0.025	0.016	0.986	0.000
23.894	-6.606	26.910	-20.274	0.033	0.025	0.025	-0.255	0.000
23.957	-5.650	26.381	-20.688	0.041	0.016	0.033	-1.495	0.002
24.019	-4.627	25.796	-21.132	0.033	0.033	0.033	-0.255	0.000
24.082	-3.616	25.224	-21.583	0.041	0.025	0.033	-0.255	0.002
24.144	-2.606	24.670	-22.034	0.041	0.025	0.025	-0.255	0.002
24.207	-1.699	24.183	-22.466	0.033	0.025	0.025	0.986	0.000
24.269	-0.852	23.769	-22.898	0.049	0.008	0.025	0.986	0.003
24.332	-0.055	23.373	-23.306	0.033	0.016	0.025	-1.495	0.004
24.394	0.645	23.038	-23.677	0.033	0.033	0.033	0.986	0.003
24.457	1.309	22.734	-24.018	0.041	0.016	0.025	0.986	0.000
24.520	1.918	22.411	-24.323	0.041	0.033	0.025	-0.255	0.000
24.582	2.496	22.113	-24.597	0.041	0.033	0.025	0.986	-0.001
24.645	3.087	21.796	-24.859	0.041	0.025	0.025	-0.255	-0.001
24.707	3.665	21.467	-25.120	0.041	0.025	0.025	2.226	0.000
24.770	4.237	21.114	-25.370	0.041	0.041	0.016	0.986	-0.001
24.832	4.834	20.761	-25.583	0.049	0.033	0.033	0.986	-0.001
24.895	5.364	20.432	-25.796	0.025	0.025	0.016	-0.255	-0.002
24.957	5.930	20.067	-26.003	0.033	0.033	0.025	-1.495	-0.002
25.020	6.496	19.690	-26.186	0.041	0.033	0.033	-0.255	-0.001
25.083	7.069	19.276	-26.350	0.033	0.041	0.033	-1.495	-0.003
25.145	7.647	18.862	-26.515	0.033	0.033	0.025	2.226	-0.003
25.208	8.225	18.454	-26.685	0.041	0.016	0.025	-1.495	-0.001
25.270	8.779	18.034	-26.843	0.033	0.033	0.033	-0.255	-0.002
25.333	9.333	17.644	-26.983	0.041	0.033	0.041	-1.495	0.000
25.395	9.875	17.242	-27.129	0.033	0.016	0.033	0.986	-0.001
25.458	10.405	16.865	-27.269	0.041	0.025	0.016	-0.255	-0.001
25.520	10.941	16.469	-27.428	0.041	0.033	0.025	-1.495	-0.001
25.583	11.476	16.079	-27.556	0.041	0.016	0.025	0.986	-0.001
25.645	12.043	15.641	-27.696	0.033	0.033	0.025	-0.255	-0.001
25.708	12.633	15.166	-27.817	0.049	0.016	0.016	0.986	-0.002
25.771	13.254	14.679	-27.951	0.041	0.033	0.016	0.986	-0.001
25.833	13.881	14.155	-28.055	0.041	0.025	0.033	0.986	-0.001
25.896	14.448	13.662	-28.140	0.041	0.016	0.033	-0.255	-0.001
25.958	14.971	13.157	-28.158	0.033	0.025	0.033	-1.495	-0.001
26.021	15.495	12.658	-28.158	0.041	0.025	0.033	2.226	-0.001
26.083	15.970	12.189	-28.183	0.033	0.033	0.016	-0.255	-0.002
26.146	16.420	11.732	-28.177	0.041	0.016	0.033	-0.255	-0.002
26.208	16.858	11.257	-28.140	0.033	0.033	0.025	0.986	-0.005
26.271	17.303	10.764	-28.073	0.033	0.025	0.016	0.986	-0.003
26.334	17.668	10.277	-27.951	0.025	0.025	0.033	-0.255	-0.002
26.396	18.076	9.723	-27.824	0.041	0.025	0.041	0.986	-0.003
26.459	18.460	9.157	-27.629	0.025	0.033	0.025	0.986	-0.002
26.521	18.843	8.505	-27.367	0.033	0.016	0.025	-0.255	-0.002
26.584	19.233	7.750	-26.989	0.033	0.033	0.033	-0.255	0.000
26.646	19.665	6.892	-26.581	0.041	0.025	0.016	-0.255	-0.002
26.709	20.140	5.912	-26.064	0.033	0.025	0.033	-1.495	0.000
26.771	20.585	4.938	-25.528	0.025	0.033	0.016	-0.255	0.000
26.834	21.041	3.939	-24.986	0.049	0.025	0.033	0.986	0.000
26.896	21.498	3.014	-24.524	0.041	0.025	0.025	-1.495	0.000
26.959	21.991	2.094	-24.097	0.033	0.025	0.025	2.226	0.000
27.022	22.423	1.285	-23.732	0.041	0.025	0.025	0.986	0.002
27.084	22.843	0.530	-23.385	0.041	0.033	0.025	-0.255	0.002
27.147	23.245	-0.219	-23.038	0.041	0.033	0.033	-0.255	0.002
27.209	23.616	-0.907	-22.709	0.041	0.025	0.025	-0.255	0.000
27.272	23.927	-1.553	-22.362	0.033	0.008	0.025	-0.255	0.002
27.334	24.201	-2.198	-22.003	0.033	0.041	0.025	-0.255	0.000
27.397	24.475	-2.825	-21.638	0.033	0.025	0.016	0.986	0.000
27.459	24.749	-3.440	-21.291	0.033	0.025	0.025	0.986	-0.005
27.522	25.017	-4.037	-20.980	0.041	0.033	0.033	-0.255	-0.001
27.585	25.285	-4.664	-20.615	0.033	0.025	0.041	-0.255	-0.001
27.647	25.540	-5.248	-20.286	0.041	0.033	0.025	0.986	-0.003
27.710	25.772	-5.790	-19.945	0.033	0.025	0.016	-1.495	-0.002
27.772	25.991	-6.381	-19.592	0.033	0.016	0.033	-0.255	-0.005
27.835	26.204	-6.965	-19.227	0.041	0.025	0.033	-1.495	-0.003
27.897	26.374	-7.507	-18.855	0.041	0.033	0.033	0.986	-0.003
27.960	26.563	-8.110	-18.435	0.033	0.025	0.016	-1.495	-0.003
28.022	26.697	-8.688	-17.991	0.041	0.008	0.033	-1.495	-0.003
28.085	26.843	-9.266	-17.565	0.049	0.016	0.016	-0.255	-0.002
28.147	26.983	-9.827	-17.126	0.033	0.025	0.025	0.986	-0.003
28.210	27.087	-10.387	-16.676	0.033	0.033	0.033	-0.255	-0.001
28.273	27.215	-10.947	-16.244	0.033	0.025	0.025	-1.495	-0.001
28.335	27.361	-11.537	-15.805	0.033	0.025	0.033	0.986	-0.001
28.398	27.483	-12.110	-15.355	0.033	0.025	0.025	-0.255	-0.001
28.460	27.647	-12.743	-14.880	0.041	0.033	0.025	-0.255	0.002
28.523	27.811	-13.376	-14.411	0.033	0.033	0.025	-0.255	-0.002
28.585	27.933	-14.009	-13.900	0.041	0.016	0.016	-0.255	0.000
28.648	28.018	-14.581	-13.413	0.033	0.025	0.033	-0.255	-0.002
28.710	28.097	-15.111	-12.962	0.033	0.025	0.033	0.986	-0.001
28.773	28.110	-15.616	-12.463	0.041	0.016	0.033	0.986	0.000
28.836	28.116	-16.085	-12.000	0.041	0.025	0.025	0.986	0.000
28.898	28.152	-16.578	-11.549	0.041	0.025	0.025	-0.255	-0.002
28.961	28.116	-17.023	-11.069	0.025	0.016	0.033	2.226	-0.001
29.023	28.097	-17.492	-10.581	0.033	0.016	0.025	0.986	-0.002
29.086	28.024	-17.942	-10.076	0.033	0.033	0.033	-2.735	-0.001
29.148	27.933	-18.314	-9.601	0.033	0.033	0.016	-0.255	-0.002
29.211	27.799	-18.709	-9.072	0.033	0.025	0.016	0.986	-0.001
29.273	27.568	-19.062	-8.481	0.041	0.025	0.025	-0.255	-0.002
29.336	27.202	-19.434	-7.756	0.033	0.025	0.033	0.986	-0.003
29.398	26.770	-19.842	-6.910	0.025	0.016	0.025	0.986	-0.001
29.461	26.289	-20.256	-6.015	0.033	0.025	0.033	-0.255	-0.001
29.524	25.760	-20.731	-5.023	0.041	0.025	0.025	-0.255	-0.002
29.586	25.266	-21.212	-4.043	0.033	0.025	0.016	0.986	-0.001
29.649	24.816	-21.644	-3.166	0.025	0.016	0.033	-1.495	-0.001
29.711	24.402	-22.113	-2.283	0.033	0.025	0.025	0.986	-0.002
29.774	24.018	-22.508	-1.528	0.049	0.025	0.033	-0.255	-0.001
29.836	23.708	-22.886	-0.828	0.033	0.033	0.025	-0.255	-0.001
29.899	23.391	-23.251	-0.146	0.033	0.016	0.025	2.226	-0.001
29.961	23.056	-23.580	0.524	0.041	0.025	0.033	-1.495	-0.002
30.024	22.728	-23.915	1.181	0.025	0.025	0.033	0.986	-0.001
30.087	22.405	-24.250	1.839	0.033	0.025	0.025	-0.255	-0.001
30.149	22.052	-24.578	2.502	0.033	0.025	0.025	2.226	-0.001
30.212	21.693	-24.883	3.178	0.041	0.025	0.033	-0.255	-0.005
30.274	21.352	-25.218	3.842	0.033	0.041	0.033	-0.255	-0.006
30.337	20.992	-25.540	4.511	0.033	0.033	0.025	-0.255	-0.006
30.399	20.664	-25.857	5.169	0.033	0.008	0.033	-1.495	-0.006
30.462	20.311	-26.149	5.826	0.025	0.025	0.025	0.986	-0.005
30.524	19.939	-26.429	6.466	0.041	0.025	0.033	-0.255	-0.003
30.587	19.604	-26.697	7.062	0.049	0.025	0.025	0.986	-0.005
30.649	19.269	-26.935	7.629	0.041	0.033	0.033	-0.255	-0.005
30.712	18.916	-27.123	8.189	0.033	0.025	0.025	-0.255	-0.005
30.775	18.533	-27.306	8.731	0.033	0.025	0.033	-0.255	-0.003
30.837	18.149	-27.446	9.272	0.033	0.033	0.033	0.986	-0.006
30.900	17.699	-27.550	9.827	0.033	0.025	0.025	-0.255	-0.005
30.962	17.230	-27.641	10.387	0.033	0.033	0.025	0.986	-0.002
31.025	16.767	-27.750	10.947	0.041	0.041	0.025	-0.255	-0.003
31.087	16.274	-27.854	11.543	0.041	0.025	0.025	-1.495	-0.005
31.150	15.787	-27.976	12.164	0.041	0.025	0.033	0.986	-0.002
31.212	15.306	-28.116	12.761	0.033	0.025	0.033	-0.255	-0.001
31.275	14.813	-28.219	13.364	0.041	0.033	0.025	0.986	-0.002
31.338	14.320	-28.329	13.973	0.041	0.025	0.016	-0.255	-0.002
31.400	13.814	-28.390	14.527	0.033	0.025	0.025	0.986	0.000
31.463	13.413	-28.469	15.002	0.041	0.033	0.033	0.986	-0.001
31.525	13.047	-28.548	15.470	0.041	0.008	0.025	-0.255	-0.001
31.588	12.597	-28.585	15.951	0.041	0.033	0.033	-0.255	-0.001
31.650	12.158	-28.591	16.390	0.033	0.025	0.025	0.986	-0.001
31.713	11.714	-28.603	16.852	0.041	0.025	0.033	-0.255	-0.001
31.775	11.209	-28.560	17.309	0.033	0.033	0.025	-0.255	-0.002
31.838	10.691	-28.487	17.753	0.033	0.033	0.025	0.986	-0.001
31.900	10.198	-28.396	18.174	0.049	0.033	0.033	-0.255	-0.001
31.963	9.674	-28.280	18.569	0.049	0.033	0.033	-0.255	-0.003
32.026	9.096	-28.104	18.971	0.033	0.025	0.016	-0.255	0.000
32.088	8.475	-27.872	19.361	0.033	0.033	0.025	-0.255	-0.002
32.151	7.738	-27.562	19.787	0.033	0.033	0.025	-0.255	-0.002
32.213	6.904	-27.129	20.189	0.033	0.025	0.033	0.986	-0.002
32.276	5.948	-26.588	20.597	0.041	0.033	0.025	-1.495	-0.002
32.338	4.925	-26.003	21.041	0.041	0.025	0.033	0.986	-0.003
32.401	3.897	-25.425	21.498	0.025	0.033	0.025	0.986	-0.002
32.463	2.861	-24.852	21.973	0.041	0.008	0.025	0.986	-0.001
32.526	1.936	-24.347	22.387	0.041	0.025	0.025	0.986	-0.003
32.589	1.059	-23.890	22.801	0.033	0.033	0.025	0.986	-0.002
32.651	0.262	-23.501	23.209	0.033	0.033	0.025	-1.495	-0.003
32.714	-0.469	-23.148	23.592	0.033	0.033	0.025	-0.255	-0.003
32.776	-1.151	-22.825	23.970	0.041	0.025	0.016	0.986	-0.002
32.839	-1.784	-22.515	24.280	0.041	0.041	0.016	0.986	-0.005
32.901	-2.374	-22.216	24.572	0.033	0.033	0.025	0.986	-0.003
32.964	-2.953	-21.894	24.834	0.041	0.016	0.025	0.986	-0.005
33.026	-3.513	-21.571	25.078	0.041	0.025	0.033	-0.255	-0.003
33.089	-4.079	-21.242	25.327	0.033	0.025	0.033	0.986	-0.003
33.151	-4.639	-20.919	25.553	0.033	0.033	0.033	2.226	-0.005
33.214	-5.187	-20.566	25.747	0.041	0.033	0.016	-0.255	-0.005
33.277	-5.741	-20.225	25.954	0.049	0.033	0.025	-1.495	-0.003
33.339	-6.320	-19.823	26.149	0.041	0.033	0.016	-0.255	-0.003
33.402	-6.880	-19.422	26.308	0.033	0.016	0.025	0.986	-0.003
33.464	-7.489	-18.989	26.478	0.033	0.033	0.016	-0.255	-0.003
33.527	-8.085	-18.575	26.667	0.033	0.025	0.033	0.986	-0.002
33.589	-8.670	-18.161	26.831	0.025	0.025	0.025	-0.255	-0.002
33.652	-9.242	-17.741	26.995	0.041	0.025	0.033	0.986	-0.001
33.714	-9.790	-17.321	27.129	0.041	0.033	0.025	-0.255	-0.001
33.777	-10.326	-16.925	27.257	0.049	0.025	0.025	-0.255	-0.002
33.840	-10.862	-16.524	27.397	0.041	0.016	0.016	-0.255	-0.002
33.902	-11.397	-16.140	27.537	0.033	0.016	0.033	-0.255	-0.003
33.965	-11.951	-15.720	27.690	0.033	0.025	0.025	-1.495	-0.002
34.027	-12.542	-15.269	27.824	0.033	0.025	0.025	0.986	-0.002
34.090	-13.145	-14.795	27.951	0.033	0.033	0.016	0.986	-0.001
34.152	-13.766	-14.271	28.061	0.033	0.025	0.025	-0.255	-0.003
34.215	-14.350	-13.772	28.134	0.025	0.025	0.016	0.986	-0.001
34.277	-14.868	-13.303	28.189	0.033	0.033	0.025	0.986	-0.001
34.340	-15.361	-12.810	28.189	0.033	0.025	0.025	0.986	-0.002
34.402	-15.872	-12.329	28.207	0.041	0.033	0.033	2.226	-0.003
34.465	-16.329	-11.854	28.207	0.041	0.025	0.025	2.226	-0.005
34.528	-16.773	-11.355	28.146	0.033	0.016	0.025	-0.255	-0.005
34.590	-17.212	-10.862	28.091	0.033	0.025	0.033	-1.495	-0.006
34.653	-17.589	-10.381	27.994	0.049	0.025	0.033	-1.495	-0.002
34.715	-17.997	-9.851	27.860	0.033	0.033	0.025	-0.255	-0.003
34.778	-18.368	-9.303	27.677	0.041	0.025	0.025	-0.255	-0.002
34.840	-18.740	-8.664	27.434	0.025	0.033	0.025	0.986	-0.001
34.903	-19.136	-7.921	27.075	0.025	0.033	0.025	-0.255	-0.001
34.965	-19.550	-7.093	26.655	0.049	0.016	0.033	0.986	-0.002
35.028	-20.006	-6.137	26.161	0.049	0.033	0.025	-1.495	-0.005
35.091	-20.487	-5.139	25.626	0.041	0.016	0.008	0.986	-0.006
35.153	-20.938	-4.158	25.096	0.041	0.025	0.033	-0.255	-0.002
35.216	-21.419	-3.190	24.615	0.033	0.016	0.016	-1.495	-0.006
35.278	-21.894	-2.283	24.183	0.041	0.025	0.025	0.986	-0.007
35.341	-22.338	-1.467	23.811	0.049	0.025	0.025	-0.255	-0.005
35.403	-22.770	-0.694	23.470	0.033	0.041	0.025	-1.495	-0.006
35.466	-23.160	0.037	23.136	0.033	0.033	0.025	0.986	-0.003
35.528	-23.525	0.737	22.795	0.033	0.016	0.033	-1.495	-0.006
35.591	-23.842	1.388	22.448	0.033	0.025	0.025	2.226	-0.003
35.653	-24.122	2.040	22.088	0.033	0.025	0.025	0.986	-0.003
35.716	-24.414	2.679	21.729	0.041	0.033	0.025	-2.735	-0.003
35.779	-24.694	3.306	21.364	0.033	0.025	0.016	0.986	-0.005
35.841	-24.956	3.909	21.047	0.041	0.025	0.033	0.986	-0.005
35.904	-25.230	4.518	20.700	0.041	0.016	0.016	-2.735	-0.001
35.966	-25.492	5.126	20.359	0.041	0.025	0.025	-0.255	-0.002
36.029	-25.741	5.717	20.018	0.049	0.025	0.025	-1.495	-0.002
36.091	-25.960	6.295	19.659	0.025	0.016	0.025	-0.255	-0.002
36.154	-26.180	6.880	19.282	0.033	0.025	0.033	0.986	-0.005
36.216	-26.381	7.440	18.922	0.033	0.025	0.025	0.986	-0.003
36.279	-26.575	8.024	18.533	0.033	0.016	0.025	-0.255	-0.003
36.342	-26.746	8.615	18.113	0.041	0.025	0.025	-0.255	-0.005
36.404	-26.880	9.181	17.680	0.041	0.025	0.033	-0.255	-0.005
36.467	-26.983	9.741	17.224	0.033	0.025	0.033	0.986	-0.003
36.529	-27.117	10.320	16.773	0.033	0.025	0.033	-1.495	-0.002
36.592	-27.215	10.855	16.335	0.041	0.025	0.033	-0.255	-0.003
36.654	-27.361	11.452	15.897	0.025	0.025	0.033	-0.255	-0.002
36.717	-27.519	12.037	15.476	0.041	0.033	0.025	0.986	-0.003
36.779	-27.665	12.645	14.995	0.041	0.016	0.025	0.986	-0.006
36.842	-27.811	13.248	14.514	0.033	0.033	0.033	-0.255	-0.005
36.904	-27.945	13.893	14.021	0.033	0.025	0.025	0.986	-0.005
36.967	-28.024	14.466	13.522	0.049	0.033	0.025	0.986	-0.006
37.030	-28.067	14.983	13.078	0.049	0.025	0.025	-0.255	-0.002
37.092	-28.104	15.476	12.603	0.033	0.025	0.025	0.986	-0.005
37.155	-28.140	15.970	12.152	0.033	0.025	0.016	-1.495	-0.003
37.217	-28.171	16.457	11.696	0.041	0.008	0.025	-1.495	-0.005
37.280	-28.140	16.919	11.190	0.041	0.033	0.025	0.986	-0.005
37.342	-28.110	17.382	10.703	0.041	0.033	0.025	-2.735	-0.003
37.405	-28.043	17.845	10.180	0.049	0.025	0.033	3.467	-0.002
37.467	-27.976	18.198	9.753	0.049	0.033	0.016	0.986	-0.003
37.530	-27.854	18.600	9.248	0.033	0.033	0.025	-0.255	-0.002
37.593	-27.665	18.953	8.688	0.041	0.016	0.025	0.986	-0.006
37.655	-27.343	19.294	8.024	0.041	0.025	0.033	-0.255	-0.006
37.718	-26.910	19.720	7.178	0.049	0.016	0.033	0.986	-0.006
37.780	-26.423	20.134	6.265	0.041	0.025	0.033	0.986	-0.003
37.843	-25.912	20.603	5.291	0.025	0.033	0.016	-0.255	-0.003
37.905	-25.400	21.108	4.280	0.033	0.025	0.025	-0.255	-0.003
37.968	-24.938	21.565	3.367	0.033	0.025	0.033	2.226	-0.005
38.030	-24.493	22.003	2.478	0.033	0.025	0.025	-0.255	-0.002
38.093	-24.122	22.423	1.680	0.033	0.033	0.016	-0.255	-0.003
38.155	-23.787	22.825	0.968	0.016	0.033	0.016	-0.255	-0.005
38.218	-23.464	23.160	0.304	0.041	0.033	0.025	-0.255	-0.003
38.281	-23.148	23.513	-0.359	0.033	0.025	0.025	2.226	-0.003
38.343	-22.831	23.836	-1.005	0.033	0.033	0.025	-0.255	-0.003
38.406	-22.502	24.171	-1.662	0.041	0.025	0.025	-0.255	-0.005
38.468	-22.149	24.499	-2.344	0.041	0.041	0.033	0.986	-0.005
38.531	-21.814	24.828	-3.020	0.041	0.025	0.025	0.986	-0.005
38.593	-21.431	25.132	-3.690	0.049	0.025	0.033	-1.495	-0.006
38.656	-21.084	25.443	-4.347	0.033	0.025	0.033	-1.495	-0.003
38.718	-20.755	25.772	-4.992	0.033	0.025	0.041	-1.495	-0.006
38.781	-20.402	26.064	-5.638	0.049	0.016	0.025	-0.255	-0.005
38.844	-20.043	26.368	-6.301	0.033	0.016	0.025	0.986	-0.005
38.906	-19.696	26.630	-6.910	0.033	0.033	0.033	-0.255	-0.006
38.969	-19.349	26.862	-7.489	0.033	0.016	0.033	-0.255	-0.005
39.031	-18.983	27.056	-8.061	0.033	0.033	0.025	0.986	-0.003
39.094	-18.618	27.251	-8.597	0.041	0.025	0.033	0.986	-0.002
39.156	-18.241	27.416	-9.151	0.033	0.016	0.025	-0.255	-0.003
39.219	-17.808	27.537	-9.705	0.033	0.025	0.025	0.986	-0.002
39.281	-17.333	27.616	-10.265	0.033	0.025	0.025	-0.255	-0.005
39.344	-16.858	27.720	-10.837	0.041	0.016	0.033	-0.255	-0.003
39.406	-16.365	27.824	-11.416	0.041	0.025	0.025	-1.495	-0.003
39.469	-15.872	27.927	-12.024	0.033	0.025	0.025	0.986	-0.003
39.532	-15.397	28.061	-12.633	0.033	0.025	0.016	-0.255	-0.003
39.594	-14.910	28.183	-13.224	0.025	0.033	0.025	-0.255	-0.003
39.657	-14.393	28.268	-13.839	0.041	0.025	0.016	2.226	-0.002
39.719	-13.900	28.353	-14.423	0.041	0.033	0.025	-1.495	-0.005
39.782	-13.467	28.432	-14.916	0.033	0.016	0.025	-0.255	-0.002
39.844	-13.084	28.481	-15.367	0.041	0.025	0.041	-0.255	-0.002
39.907	-12.651	28.524	-15.842	0.041	0.016	0.025	0.986	-0.003
39.969	-12.244	28.566	-16.292	0.033	0.025	0.025	0.986	-0.002
40.032	-11.805	28.566	-16.725	0.033	0.033	0.025	-1.495	-0.002
40.095	-11.294	28.536	-17.193	0.033	0.025	0.025	-0.255	-0.003
40.157	-10.770	28.469	-17.650	0.033	0.033	0.016	0.986	-0.003
40.220	-10.247	28.378	-18.076	0.041	0.025	0.025	-0.255	-0.003
40.282	-9.723	28.250	-18.490	0.041	0.016	0.025	0.986	-0.001
40.345	-9.181	28.104	-18.880	0.041	0.025	0.033	-1.495	-0.003
40.407	-8.578	27.884	-19.276	0.041	0.033	0.033	-0.255	-0.006
40.470	-7.872	27.586	-19.683	0.033	0.033	0.025	-0.255	-0.003
40.532	-7.050	27.178	-20.079	0.041	0.025	0.016	0.986	-0.003
40.595	-6.113	26.648	-20.499	0.033	0.025	0.033	0.986	-0.003
40.657	-5.096	26.070	-20.932	0.033	0.025	0.033	0.986	-0.006
40.720	-4.067	25.492	-21.394	0.041	0.033	0.025	-0.255	-0.006
40.783	-3.026	24.919	-21.863	0.041	0.025	0.033	0.986	-0.006
40.845	-2.070	24.408	-22.301	0.033	0.025	0.025	0.986	-0.006
40.908	-1.193	23.945	-22.728	0.041	0.025	0.016	-0.255	-0.005
40.970	-0.396	23.543	-23.129	0.041	0.016	0.025	-0.255	-0.007
41.033	0.329	23.202	-23.501	0.033	0.016	0.033	-0.255	-0.005
41.095	0.998	22.868	-23.854	0.025	0.025	0.033	-0.255	-0.003
41.158	1.638	22.557	-24.177	0.025	0.025	0.025	0.986	-0.003
41.220	2.222	22.259	-24.469	0.041	0.033	0.025	2.226	-0.005
41.283	2.825	21.924	-24.743	0.025	0.025	0.041	-0.255	-0.003
41.346	3.409	21.607	-25.011	0.033	0.025	0.016	-0.255	-0.002
41.408	3.988	21.279	-25.260	0.033	0.016	0.025	-0.255	-0.003
41.471	4.560	20.938	-25.492	0.041	0.025	0.025	-1.495	0.000
41.533	5.126	20.585	-25.717	0.033	0.025	0.033	-0.255	-0.001
41.596	5.668	20.256	-25.918	0.041	0.025	0.033	2.226	-0.002
41.658	6.247	19.872	-26.125	0.041	0.033	0.033	0.986	-0.003
41.721	6.801	19.476	-26.289	0.033	0.033	0.041	0.986	-0.001
41.783	7.385	19.044	-26.435	0.033	0.025	0.033	-0.255	-0.002
41.846	7.970	18.618	-26.612	0.049	0.033	0.025	-0.255	-0.003
41.908	8.542	18.216	-26.776	0.033	0.033	0.025	-0.255	-0.001
41.971	9.102	17.820	-26.935	0.033	0.025	0.033	0.986	-0.003
42.034	9.644	17.437	-27.087	0.041	0.016	0.033	-0.255	-0.003
42.096	10.186	17.035	-27.227	0.033	0.025	0.025	-0.255	-0.003
42.159	10.715	16.651	-27.379	0.033	0.041	0.033	0.986	-0.005
42.221	11.251	16.244	-27.501	0.041	0.025	0.033	0.986	-0.006
42.284	11.793	15.817	-27.616	0.033	0.033	0.025	0.986	-0.005
42.346	12.365	15.373	-27.763	0.033	0.025	0.041	-0.255	-0.005
42.409	12.980	14.898	-27.903	0.033	0.025	0.025	-0.255	-0.006
42.471	13.620	14.411	-28.043	0.033	0.033	0.033	-0.255	-0.003
42.534	14.228	13.887	-28.134	0.033	0.025	0.025	0.986	-0.003
42.597	14.740	13.413	-28.164	0.033	0.025	0.033	-0.255	-0.005
42.659	15.239	12.919	-28.177	0.033	0.033	0.016	0.986	-0.005
42.722	15.738	12.432	-28.195	0.033	0.033	0.025	0.986	-0.005
42.784	16.201	11.982	-28.207	0.025	0.008	0.033	0.986	-0.005
42.847	16.664	11.501	-28.177	0.033	0.033	0.025	0.986	-0.006
42.909	17.102	10.983	-28.122	0.041	0.033	0.033	-0.255	-0.006
42.972	17.516	10.466	-28.012	0.041	0.025	0.041	2.226	-0.006
43.034	17.912	9.960	-27.903	0.033	0.025	0.025	-1.495	-0.006
43.097	18.301	9.425	-27.732	0.033	0.033	0.016	-0.255	-0.005
43.159	18.673	8.810	-27.507	0.033	0.033	0.016	-1.495	-0.003
43.222	19.044	8.110	-27.190	0.041	0.033	0.033	-2.735	-0.003
43.285	19.446	7.318	-26.795	0.033	0.025	0.033	0.986	-0.005
43.347	19.897	6.399	-26.308	0.025	0.025	0.025	0.986	-0.003
43.410	20.384	5.376	-25.778	0.041	0.025	0.025	-0.255	-0.003
43.472	20.828	4.384	-25.230	0.041	0.025	0.033	-1.495	-0.003
43.535	21.327	3.373	-24.712	0.033	0.016	0.025	0.986	-0.003
43.597	21.772	2.466	-24.262	0.041	0.033	0.025	0.986	-0.003
43.660	22.253	1.601	-23.872	0.049	0.025	0.033	0.986	-0.003
43.722	22.697	0.810	-23.513	0.033	0.025	0.025	0.986	-0.003
43.785	23.093	0.091	-23.190	0.033	0.016	0.016	2.226	-0.003
43.848	23.452	-0.578	-22.874	0.033	0.016	0.025	-1.495	-0.003
43.910	23.775	-1.242	-22.545	0.041	0.033	0.016	0.986	-0.005
43.973	24.067	-1.875	-22.186	0.041	0.016	0.025	0.986	-0.003
44.035	24.341	-2.527	-21.814	0.033	0.008	0.033	0.986	-0.005
44.098	24.627	-3.178	-21.449	0.025	0.025	0.008	0.986	-0.005
44.160	24.907	-3.799	-21.096	0.033	0.033	0.033	-1.495	-0.005
44.223	25.175	-4.402	-20.767	0.033	0.033	0.033	0.986	-0.005
44.285	25.431	-5.005	-20.432	0.041	0.025	0.025	0.986	-0.003
44.348	25.668	-5.546	-20.110	0.033	0.033	0.033	-0.255	-0.006
44.410	25.887	-6.107	-19.763	0.049	0.033	0.025	-0.255	-0.005
44.473	26.107	-6.685	-19.409	0.033	0.025	0.033	0.986	-0.006
44.536	26.295	-7.257	-19.026	0.033	0.025	0.016	0.986	-0.006
44.598	26.472	-7.817	-18.636	0.041	0.025	0.033	-1.495	-0.003
44.661	26.630	-8.426	-18.198	0.041	0.025	0.025	-0.255	-0.006
44.723	26.770	-8.986	-17.766	0.041	0.033	0.025	-1.495	-0.005
44.786	26.910	-9.559	-17.327	0.049	0.025	0.025	0.986	-0.001
44.848	27.032	-10.125	-16.877	0.033	0.016	0.025	-0.255	0.000
44.911	27.154	-10.685	-16.444	0.033	0.025	0.033	-0.255	-0.002
44.973	27.306	-11.276	-16.012	0.041	0.041	0.033	-0.255	-0.003
45.036	27.452	-11.884	-15.556	0.041	0.025	0.033	-0.255	-0.002
