Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A	RPM	Torque
613.866	19.897	-26.435	6.533	0.033	0.033	0.016	0.986	-0.003
613.928	19.556	-26.709	7.117	0.041	0.025	0.025	-0.255	-0.005
613.991	19.209	-26.929	7.702	0.041	0.033	0.033	-0.255	-0.002
614.053	18.849	-27.123	8.250	0.033	0.025	0.025	-1.495	-0.003
614.116	18.484	-27.306	8.798	0.041	0.025	0.016	0.986	-0.002
614.178	18.082	-27.452	9.352	0.033	0.033	0.025	-0.255	-0.002
614.241	17.632	-27.562	9.906	0.041	0.025	0.025	2.226	-0.003
614.304	17.139	-27.653	10.460	0.033	0.025	0.025	-0.255	0.000
614.366	16.682	-27.757	11.038	0.033	0.025	0.025	0.986	-0.001
614.429	16.171	-27.830	11.635	0.033	0.033	0.025	2.226	-0.001
614.491	15.714	-27.964	12.231	0.041	0.016	0.033	0.986	0.000
614.554	15.251	-28.122	12.846	0.041	0.025	0.025	0.986	-0.001
614.616	14.746	-28.244	13.455	0.041	0.041	0.025	-0.255	-0.002
614.679	14.247	-28.335	14.064	0.033	0.025	0.025	-0.255	-0.003
614.741	13.753	-28.402	14.630	0.041	0.025	0.025	-1.495	-0.002
614.804	13.352	-28.451	15.062	0.033	0.041	0.033	-0.255	-0.002
614.866	12.956	-28.511	15.513	0.041	0.041	0.025	-0.255	-0.001
614.929	12.542	-28.554	15.982	0.033	0.025	0.025	0.986	-0.002
614.992	12.116	-28.566	16.414	0.033	0.025	0.033	-0.255	-0.001
615.054	11.665	-28.572	16.865	0.041	0.025	0.025	-0.255	-0.001
615.117	11.154	-28.536	17.352	0.041	0.033	0.033	0.986	-0.002
615.179	10.624	-28.457	17.802	0.041	0.033	0.033	-0.255	0.000
615.242	10.125	-28.371	18.222	0.033	0.016	0.025	-0.255	-0.002
615.304	9.583	-28.238	18.618	0.041	0.033	0.033	-1.495	-0.002
615.367	9.005	-28.061	19.014	0.033	0.025	0.016	0.986	-0.001
615.429	8.390	-27.830	19.403	0.041	0.025	0.025	-0.255	-0.001
615.492	7.629	-27.495	19.823	0.033	0.025	0.016	-1.495	-0.002
615.555	6.770	-27.026	20.225	0.041	0.025	0.025	-0.255	0.000
615.617	5.826	-26.496	20.633	0.025	0.033	0.025	-0.255	-0.003
615.680	4.785	-25.906	21.084	0.025	0.025	0.025	-1.495	-0.001
615.742	3.756	-25.321	21.534	0.016	0.025	0.033	-1.495	-0.002
615.805	2.734	-24.773	22.009	0.033	0.025	0.025	-0.255	-0.001
615.867	1.808	-24.274	22.435	0.041	0.025	0.016	0.986	-0.001
615.930	0.944	-23.836	22.862	0.041	0.033	0.016	-0.255	-0.002
615.992	0.170	-23.446	23.263	0.033	0.033	0.033	-0.255	-0.002
616.055	-0.542	-23.093	23.616	0.049	0.016	0.025	0.986	-0.002
616.117	-1.212	-22.782	23.976	0.041	0.033	0.016	-0.255	0.000
616.180	-1.826	-22.478	24.292	0.041	0.025	0.025	-0.255	-0.001
616.243	-2.423	-22.167	24.572	0.033	0.025	0.025	0.986	-0.001
616.305	-3.020	-21.833	24.840	0.033	0.033	0.025	-0.255	0.002
616.368	-3.592	-21.510	25.102	0.033	0.025	0.033	0.986	-0.001
616.430	-4.152	-21.193	25.346	0.041	0.033	0.025	0.986	-0.001
616.493	-4.712	-20.858	25.559	0.033	0.033	0.016	0.986	-0.002
616.555	-5.279	-20.499	25.766	0.041	0.025	0.025	-0.255	-0.002
616.618	-5.833	-20.146	25.979	0.033	0.033	0.016	2.226	0.000
616.680	-6.411	-19.750	26.155	0.033	0.033	0.033	0.986	0.003
616.743	-6.977	-19.343	26.326	0.033	0.033	0.025	-0.255	0.002
616.806	-7.568	-18.898	26.484	0.041	0.025	0.025	-0.255	-0.001
616.868	-8.152	-18.502	26.655	0.033	0.033	0.033	-0.255	0.000
616.931	-8.749	-18.076	26.831	0.033	0.016	0.025	-0.255	-0.001
616.993	-9.309	-17.686	27.008	0.033	0.016	0.041	0.986	-0.001
617.056	-9.863	-17.285	27.148	0.041	0.025	0.025	0.986	-0.001
617.118	-10.411	-16.877	27.300	0.041	0.033	0.033	0.986	-0.002
617.181	-10.935	-16.481	27.428	0.041	0.025	0.025	-0.255	-0.001
617.243	-11.458	-16.079	27.543	0.049	0.025	0.008	-0.255	-0.002
617.306	-12.024	-15.653	27.702	0.041	0.033	0.025	-0.255	-0.002
617.368	-12.627	-15.196	27.842	0.041	0.033	0.025	0.986	-0.002
617.431	-13.230	-14.728	27.964	0.025	0.025	0.025	-0.255	-0.002
617.494	-13.863	-14.204	28.079	0.033	0.025	0.033	0.986	-0.001
617.556	-14.448	-13.717	28.177	0.033	0.025	0.025	-0.255	-0.001
617.619	-14.922	-13.236	28.189	0.041	0.025	0.025	-0.255	-0.001
617.681	-15.428	-12.737	28.183	0.041	0.025	0.025	0.986	-0.003
617.744	-15.915	-12.286	28.213	0.041	0.025	0.025	-0.255	-0.003
617.806	-16.347	-11.830	28.189	0.049	0.033	0.025	-1.495	-0.005
617.869	-16.792	-11.330	28.158	0.041	0.033	0.016	-1.495	-0.003
617.931	-17.248	-10.813	28.079	0.041	0.016	0.025	-0.255	-0.005
617.994	-17.638	-10.314	27.957	0.033	0.025	0.025	-0.255	-0.002
618.057	-18.046	-9.772	27.830	0.033	0.016	0.025	2.226	-0.001
618.119	-18.423	-9.199	27.635	0.041	0.025	0.033	2.226	-0.003
618.182	-18.782	-8.566	27.373	0.033	0.033	0.025	-0.255	-0.001
618.244	-19.160	-7.823	27.014	0.041	0.025	0.033	0.986	-0.002
618.307	-19.574	-7.002	26.594	0.041	0.025	0.033	0.986	-0.002
618.369	-20.049	-6.027	26.101	0.033	0.025	0.016	-0.255	-0.002
618.432	-20.481	-5.059	25.571	0.033	0.025	0.016	-0.255	-0.003
618.494	-20.950	-4.061	25.023	0.025	0.025	0.033	-0.255	-0.001
618.557	-21.425	-3.123	24.560	0.041	0.025	0.033	2.226	-0.003
618.619	-21.936	-2.210	24.140	0.033	0.025	0.033	-0.255	-0.001
618.682	-22.381	-1.376	23.769	0.049	0.033	0.016	0.986	-0.001
618.745	-22.795	-0.621	23.428	0.041	0.016	0.025	-0.255	-0.001
618.807	-23.196	0.104	23.093	0.041	0.033	0.025	-1.495	0.000
618.870	-23.550	0.785	22.776	0.033	0.016	0.025	-0.255	0.000
618.932	-23.860	1.437	22.417	0.033	0.025	0.016	0.986	-0.001
618.995	-24.152	2.100	22.052	0.049	0.025	0.025	-0.255	-0.002
619.057	-24.432	2.740	21.687	0.041	0.025	0.033	0.986	-0.001
619.120	-24.700	3.373	21.327	0.041	0.033	0.033	-0.255	0.002
619.182	-24.974	4.012	20.962	0.033	0.025	0.025	0.986	-0.001
619.245	-25.254	4.591	20.645	0.049	0.025	0.033	-0.255	0.000
619.308	-25.522	5.199	20.311	0.049	0.041	0.033	-0.255	0.000
619.370	-25.760	5.760	19.988	0.041	0.041	0.025	0.986	-0.002
619.433	-25.973	6.320	19.641	0.033	0.016	0.025	0.986	-0.002
619.495	-26.198	6.922	19.276	0.041	0.033	0.025	0.986	-0.003
619.558	-26.411	7.495	18.904	0.025	0.025	0.016	0.986	-0.003
619.620	-26.594	8.067	18.508	0.041	0.025	0.025	-1.495	-0.003
619.683	-26.740	8.645	18.064	0.041	0.033	0.025	-1.495	-0.003
619.745	-26.862	9.212	17.632	0.033	0.033	0.025	-0.255	-0.002
619.808	-26.995	9.778	17.193	0.049	0.025	0.025	0.986	-0.001
619.870	-27.105	10.338	16.737	0.041	0.025	0.025	2.226	-0.001
619.933	-27.221	10.904	16.292	0.041	0.025	0.025	0.986	-0.002
619.996	-27.361	11.495	15.848	0.041	0.025	0.025	0.986	-0.002
620.058	-27.501	12.085	15.397	0.041	0.033	0.033	0.986	-0.001
620.121	-27.647	12.706	14.941	0.025	0.025	0.025	-0.255	-0.001
620.183	-27.805	13.315	14.478	0.041	0.033	0.033	-0.255	-0.001
620.246	-27.927	13.942	13.973	0.041	0.033	0.033	0.986	-0.001
620.308	-28.018	14.514	13.486	0.049	0.025	0.025	-1.495	-0.003
620.371	-28.091	15.032	13.035	0.049	0.033	0.025	3.467	-0.002
620.433	-28.091	15.507	12.572	0.041	0.033	0.033	0.986	-0.001
620.496	-28.122	15.976	12.104	0.041	0.016	0.025	0.986	-0.001
620.559	-28.146	16.457	11.671	0.041	0.025	0.025	-0.255	-0.001
620.621	-28.134	16.925	11.190	0.041	0.016	0.041	0.986	0.000
620.684	-28.097	17.419	10.667	0.041	0.016	0.025	-0.255	0.000
620.746	-28.024	17.839	10.174	0.033	0.025	0.025	-1.495	0.000
620.809	-27.921	18.210	9.711	0.049	0.025	0.025	-0.255	-0.001
620.871	-27.793	18.600	9.163	0.033	0.016	0.016	-0.255	-0.002
620.934	-27.598	18.977	8.615	0.033	0.033	0.016	0.986	0.002
620.996	-27.269	19.330	7.939	0.041	0.025	0.025	-0.255	-0.003
621.059	-26.831	19.738	7.081	0.033	0.025	0.025	-0.255	-0.002
621.121	-26.356	20.164	6.186	0.049	0.033	0.025	0.986	-0.002
621.184	-25.845	20.651	5.187	0.033	0.025	0.033	-0.255	-0.002
621.247	-25.346	21.139	4.183	0.041	0.025	0.033	-1.495	-0.001
621.309	-24.877	21.583	3.288	0.033	0.025	0.033	-0.255	-0.001
621.372	-24.457	22.034	2.405	0.033	0.033	0.033	-0.255	-0.001
621.434	-24.079	22.435	1.632	0.033	0.025	0.025	-0.255	-0.002
621.497	-23.738	22.825	0.901	0.041	0.016	0.033	0.986	-0.001
621.559	-23.416	23.190	0.219	0.041	0.033	0.033	-1.495	-0.001
621.622	-23.105	23.556	-0.451	0.033	0.033	0.033	-0.255	-0.002
621.684	-22.770	23.878	-1.114	0.033	0.025	0.025	-2.735	-0.002
621.747	-22.429	24.201	-1.766	0.033	0.033	0.033	-0.255	0.000
621.810	-22.094	24.530	-2.429	0.041	0.033	0.033	-0.255	-0.001
621.872	-21.729	24.859	-3.099	0.041	0.033	0.025	0.986	-0.001
621.935	-21.382	25.181	-3.781	0.041	0.025	0.016	0.986	-0.001
621.997	-21.017	25.486	-4.444	0.033	0.016	0.033	-0.255	0.002
622.060	-20.688	25.802	-5.096	0.041	0.016	0.016	-0.255	-0.001
622.122	-20.341	26.107	-5.741	0.041	0.033	0.033	0.986	0.000
622.185	-19.982	26.387	-6.368	0.041	0.016	0.016	0.986	-0.001
622.247	-19.641	26.624	-6.959	0.033	0.025	0.025	0.986	0.002
622.310	-19.294	26.862	-7.537	0.033	0.033	0.025	-0.255	0.002
622.372	-18.941	27.069	-8.104	0.041	0.025	0.016	0.986	-0.001
622.435	-18.575	27.251	-8.664	0.033	0.025	0.041	0.986	0.000
622.498	-18.174	27.403	-9.199	0.033	0.016	0.033	-0.255	-0.001
622.560	-17.741	27.525	-9.766	0.041	0.025	0.025	2.226	0.000
622.623	-17.266	27.629	-10.338	0.033	0.033	0.041	0.986	0.000
622.685	-16.785	27.726	-10.904	0.041	0.033	0.016	-0.255	-0.002
622.748	-16.298	27.817	-11.501	0.033	0.033	0.025	-1.495	-0.001
622.810	-15.799	27.939	-12.104	0.041	0.033	0.025	0.986	-0.002
622.873	-15.318	28.067	-12.718	0.041	0.033	0.025	0.986	-0.005
622.935	-14.831	28.195	-13.333	0.041	0.025	0.025	-1.495	-0.001
622.998	-14.314	28.280	-13.942	0.033	0.025	0.041	-0.255	-0.001
623.061	-13.808	28.347	-14.502	0.049	0.025	0.041	-0.255	-0.001
623.123	-13.400	28.402	-14.971	0.025	0.033	0.025	0.986	-0.001
623.186	-13.029	28.475	-15.409	0.033	0.033	0.033	-0.255	0.000
623.248	-12.585	28.518	-15.897	0.033	0.033	0.025	0.986	-0.002
623.311	-12.158	28.524	-16.323	0.033	0.016	0.033	-0.255	0.000
623.373	-11.732	28.542	-16.755	0.041	0.025	0.025	-1.495	-0.002
623.436	-11.227	28.499	-17.236	0.033	0.025	0.033	0.986	-0.005
623.498	-10.703	28.438	-17.699	0.033	0.016	0.033	0.986	-0.002
623.561	-10.186	28.347	-18.125	0.033	0.033	0.025	2.226	-0.001
623.623	-9.644	28.207	-18.533	0.033	0.016	0.033	-1.495	-0.002
623.686	-9.084	28.049	-18.935	0.033	0.025	0.033	-0.255	-0.002
623.749	-8.463	27.824	-19.324	0.041	0.025	0.025	-0.255	-0.002
623.811	-7.726	27.495	-19.726	0.041	0.025	0.025	-0.255	-0.002
623.874	-6.910	27.075	-20.128	0.033	0.033	0.025	-1.495	-0.001
623.936	-5.979	26.551	-20.536	0.033	0.025	0.025	-0.255	-0.001
623.999	-4.956	25.967	-21.005	0.041	0.016	0.016	-0.255	0.003
624.061	-3.933	25.406	-21.437	0.049	0.016	0.025	-1.495	0.002
624.124	-2.898	24.840	-21.912	0.025	0.025	0.016	0.986	0.002
624.186	-1.960	24.335	-22.344	0.033	0.025	0.033	-0.255	0.000
624.249	-1.096	23.890	-22.764	0.041	0.025	0.016	-0.255	0.002
624.312	-0.304	23.495	-23.172	0.041	0.025	0.033	0.986	0.003
624.374	0.426	23.142	-23.537	0.033	0.033	0.033	-0.255	0.003
624.437	1.096	22.819	-23.878	0.041	0.016	0.016	-0.255	0.002
624.499	1.693	22.521	-24.195	0.041	0.025	0.016	-0.255	0.002
624.562	2.283	22.210	-24.481	0.033	0.025	0.025	2.226	-0.001
624.624	2.874	21.894	-24.773	0.033	0.016	0.025	0.986	-0.001
624.687	3.464	21.565	-25.017	0.041	0.033	0.016	-0.255	0.000
624.749	4.061	21.242	-25.279	0.041	0.025	0.016	0.986	-0.001
624.812	4.633	20.883	-25.528	0.049	0.025	0.025	-2.735	-0.001
624.874	5.199	20.536	-25.747	0.041	0.025	0.025	0.986	-0.003
624.937	5.760	20.183	-25.948	0.049	0.033	0.033	-0.255	-0.003
625.000	6.314	19.817	-26.125	0.033	0.033	0.033	-0.255	-0.001
625.062	6.874	19.416	-26.301	0.041	0.041	0.033	0.986	-0.002
625.125	7.452	18.995	-26.466	0.049	0.025	0.025	-0.255	-0.001
625.187	8.030	18.581	-26.618	0.033	0.016	0.025	-1.495	-0.002
625.250	8.615	18.180	-26.795	0.041	0.016	0.041	-0.255	-0.001
625.312	9.175	17.760	-26.941	0.049	0.025	0.025	-1.495	0.000
625.375	9.723	17.370	-27.087	0.041	0.033	0.016	-0.255	0.000
625.437	10.241	16.974	-27.245	0.025	0.033	0.025	-0.255	-0.001
625.500	10.782	16.603	-27.391	0.041	0.025	0.033	2.226	-0.001
625.563	11.306	16.213	-27.537	0.049	0.016	0.033	-0.255	-0.001
625.625	11.854	15.793	-27.653	0.033	0.025	0.033	0.986	-0.001
625.688	12.432	15.330	-27.787	0.041	0.033	0.025	-0.255	-0.001
625.750	13.059	14.843	-27.909	0.041	0.041	0.025	-0.255	-0.002
625.813	13.699	14.326	-28.031	0.041	0.025	0.033	0.986	0.000
625.875	14.289	13.802	-28.128	0.033	0.025	0.033	-0.255	-0.001
625.938	14.819	13.346	-28.177	0.025	0.041	0.033	-0.255	0.000
626.000	15.312	12.852	-28.177	0.041	0.025	0.033	-0.255	-0.001
626.063	15.799	12.384	-28.201	0.033	0.025	0.025	0.986	-0.002
626.125	16.244	11.933	-28.189	0.033	0.025	0.033	-1.495	-0.002
626.188	16.688	11.464	-28.152	0.033	0.025	0.025	0.986	-0.002
626.251	17.145	10.953	-28.110	0.041	0.025	0.033	-0.255	-0.003
626.313	17.534	10.448	-28.006	0.033	0.025	0.033	-0.255	-0.002
626.376	17.942	9.918	-27.884	0.033	0.033	0.025	-0.255	-0.002
626.438	18.338	9.370	-27.696	0.033	0.016	0.016	-0.255	-0.003
626.501	18.709	8.725	-27.458	0.033	0.016	0.016	-0.255	-0.002
626.563	19.081	8.018	-27.123	0.025	0.025	0.025	-0.255	-0.002
626.626	19.501	7.209	-26.734	0.033	0.025	0.025	0.986	-0.002
626.688	19.957	6.259	-26.241	0.033	0.033	0.025	0.986	-0.001
626.751	20.402	5.297	-25.711	0.041	0.025	0.033	0.986	-0.001
626.814	20.852	4.298	-25.163	0.041	0.025	0.016	-0.255	-0.001
626.876	21.315	3.330	-24.658	0.033	0.033	0.025	0.986	-0.002
626.939	21.833	2.362	-24.207	0.033	0.025	0.025	2.226	-0.001
627.001	22.289	1.528	-23.836	0.033	0.025	0.016	0.986	-0.002
627.064	22.709	0.755	-23.470	0.041	0.025	0.025	-0.255	-0.003
627.126	23.129	0.000	-23.148	0.025	0.041	0.025	-0.255	-0.001
627.189	23.501	-0.688	-22.825	0.033	0.033	0.025	-0.255	-0.001
627.251	23.817	-1.327	-22.484	0.041	0.033	0.025	-0.255	0.000
627.314	24.073	-1.948	-22.131	0.041	0.025	0.008	0.986	-0.002
627.376	24.371	-2.588	-21.778	0.033	0.033	0.033	-1.495	-0.001
627.439	24.639	-3.209	-21.419	0.033	0.025	0.033	0.986	0.000
627.502	24.907	-3.830	-21.078	0.041	0.025	0.016	-0.255	-0.001
627.564	25.187	-4.444	-20.725	0.041	0.025	0.041	0.986	-0.001
627.627	25.461	-5.065	-20.384	0.033	0.025	0.025	-0.255	-0.002
627.689	25.699	-5.626	-20.061	0.041	0.025	0.033	0.986	-0.001
627.752	25.912	-6.167	-19.720	0.025	0.025	0.025	-0.255	0.000
627.814	26.125	-6.746	-19.361	0.041	0.025	0.025	-1.495	-0.001
627.877	26.314	-7.306	-18.983	0.033	0.016	0.025	-0.255	-0.003
627.939	26.496	-7.872	-18.606	0.033	0.016	0.025	-0.255	-0.002
628.002	26.655	-8.493	-18.149	0.033	0.025	0.025	0.986	-0.001
628.065	26.788	-9.047	-17.711	0.033	0.025	0.033	-1.495	-0.001
628.127	26.916	-9.626	-17.266	0.025	0.025	0.033	-1.495	-0.001
628.190	27.056	-10.210	-16.816	0.041	0.025	0.025	-0.255	-0.002
628.252	27.160	-10.746	-16.390	0.049	0.025	0.033	-0.255	0.000
628.315	27.306	-11.330	-15.970	0.033	0.033	0.033	2.226	-0.001
628.377	27.464	-11.915	-15.525	0.033	0.025	0.033	0.986	0.000
628.440	27.598	-12.536	-15.056	0.033	0.025	0.025	0.986	0.000
628.502	27.750	-13.157	-14.569	0.033	0.025	0.025	-0.255	0.000
628.565	27.890	-13.796	-14.070	0.049	0.033	0.033	-1.495	0.002
628.627	27.994	-14.399	-13.571	0.057	0.025	0.025	-0.255	0.000
628.690	28.055	-14.916	-13.120	0.033	0.033	0.025	2.226	0.000
628.753	28.116	-15.434	-12.651	0.041	0.025	0.016	0.986	0.003
628.815	28.104	-15.903	-12.183	0.041	0.033	0.033	-0.255	0.000
628.878	28.134	-16.384	-11.732	0.033	0.041	0.033	-0.255	-0.001
628.940	28.140	-16.846	-11.263	0.033	0.033	0.016	-0.255	0.000
629.003	28.104	-17.333	-10.746	0.041	0.033	0.025	0.986	0.002
629.065	28.006	-17.760	-10.222	0.041	0.025	0.016	-0.255	0.000
629.128	27.933	-18.143	-9.778	0.033	0.025	0.033	0.986	-0.001
629.190	27.811	-18.545	-9.254	0.033	0.033	0.016	-1.495	-0.001
629.253	27.616	-18.916	-8.676	0.041	0.033	0.033	-2.735	0.000
629.316	27.312	-19.276	-8.012	0.049	0.033	0.025	-0.255	-0.002
629.378	26.892	-19.671	-7.190	0.033	0.025	0.025	2.226	-0.002
629.441	26.423	-20.079	-6.332	0.041	0.033	0.025	-0.255	-0.002
629.503	25.924	-20.548	-5.370	0.041	0.033	0.008	-1.495	-0.002
629.566	25.431	-21.029	-4.390	0.033	0.033	0.016	-0.255	-0.003
629.628	24.974	-21.492	-3.476	0.041	0.041	0.025	-1.495	-0.002
629.691	24.542	-21.948	-2.575	0.033	0.033	0.016	-0.255	-0.002
629.753	24.152	-22.381	-1.766	0.041	0.033	0.016	0.986	-0.001
629.816	23.811	-22.770	-1.029	0.049	0.025	0.016	0.986	-0.001
629.878	23.476	-23.123	-0.341	0.041	0.016	0.016	-0.255	-0.001
629.941	23.142	-23.476	0.329	0.041	0.016	0.033	-0.255	0.000
630.004	22.825	-23.811	0.974	0.033	0.033	0.033	-0.255	-0.001
630.066	22.496	-24.128	1.626	0.041	0.033	0.016	0.986	0.000
630.129	22.149	-24.444	2.283	0.033	0.025	0.025	0.986	0.000
630.191	21.814	-24.761	2.935	0.041	0.025	0.033	-0.255	0.002
630.254	21.467	-25.102	3.623	0.041	0.025	0.016	-0.255	0.000
630.316	21.108	-25.431	4.311	0.049	0.025	0.033	-0.255	-0.001
630.379	20.737	-25.747	4.980	0.041	0.033	0.033	0.986	-0.001
630.441	20.390	-26.064	5.650	0.033	0.025	0.033	-1.495	-0.001
630.504	20.030	-26.350	6.307	0.041	0.025	0.016	-1.495	-0.002
630.567	19.683	-26.624	6.904	0.033	0.025	0.025	2.226	-0.001
630.629	19.349	-26.849	7.458	0.033	0.033	0.025	-0.255	-0.003
630.692	19.008	-27.050	8.000	0.041	0.016	0.016	-0.255	-0.003
630.754	18.642	-27.221	8.548	0.033	0.025	0.025	-1.495	-0.002
630.817	18.259	-27.379	9.084	0.025	0.008	0.025	-1.495	-0.003
630.879	17.833	-27.507	9.650	0.033	0.033	0.025	-1.495	-0.002
630.942	17.364	-27.604	10.204	0.033	0.033	0.025	-0.255	0.000
631.004	16.889	-27.702	10.776	0.033	0.025	0.025	0.986	0.000
631.067	16.408	-27.805	11.349	0.033	0.033	0.025	-0.255	-0.001
631.129	15.939	-27.927	11.957	0.041	0.033	0.025	-1.495	0.000
631.192	15.476	-28.067	12.566	0.041	0.033	0.025	-0.255	-0.001
631.255	14.983	-28.201	13.187	0.033	0.025	0.025	-0.255	-0.002
631.317	14.478	-28.304	13.802	0.049	0.033	0.025	0.986	-0.001
631.380	13.960	-28.390	14.411	0.041	0.025	0.016	0.986	-0.001
631.442	13.510	-28.438	14.910	0.033	0.016	0.033	0.986	0.000
631.505	13.132	-28.505	15.330	0.033	0.008	0.025	0.986	-0.001
631.567	12.712	-28.548	15.787	0.049	0.025	0.025	-1.495	-0.001
631.630	12.298	-28.566	16.237	0.041	0.025	0.016	0.986	-0.001
631.692	11.866	-28.566	16.664	0.041	0.025	0.016	-0.255	0.000
631.755	11.379	-28.554	17.145	0.041	0.025	0.016	-0.255	0.003
631.818	10.874	-28.511	17.595	0.041	0.025	0.033	-1.495	0.002
631.880	10.356	-28.426	18.027	0.033	0.033	0.033	-0.255	0.000
631.943	9.827	-28.298	18.429	0.033	0.041	0.016	0.986	0.003
632.005	9.272	-28.134	18.831	0.033	0.016	0.025	-0.255	0.000
632.068	8.664	-27.927	19.239	0.041	0.033	0.025	-0.255	0.002
632.130	7.945	-27.635	19.659	0.041	0.033	0.025	-1.495	0.003
632.193	7.142	-27.233	20.061	0.033	0.025	0.025	-1.495	0.000
632.255	6.241	-26.740	20.457	0.033	0.025	0.033	-1.495	-0.002
632.318	5.230	-26.174	20.889	0.049	0.033	0.033	0.986	-0.002
632.380	4.207	-25.589	21.352	0.041	0.033	0.025	0.986	-0.002
632.443	3.184	-25.017	21.808	0.033	0.033	0.025	-1.495	-0.002
632.506	2.222	-24.493	22.259	0.041	0.041	0.025	-1.495	-0.003
632.568	1.309	-24.018	22.685	0.033	0.033	0.025	0.986	-0.002
632.631	0.499	-23.610	23.093	0.049	0.025	0.025	0.986	-0.001
632.693	-0.256	-23.251	23.483	0.041	0.033	0.025	-1.495	-0.002
632.756	-0.962	-22.910	23.848	0.041	0.025	0.025	-0.255	-0.001
632.818	-1.583	-22.594	24.158	0.033	0.025	0.016	0.986	-0.001
632.881	-2.167	-22.295	24.457	0.033	0.025	0.025	-0.255	0.000
632.943	-2.764	-21.985	24.725	0.033	0.025	0.016	-0.255	0.000
633.006	-3.324	-21.662	24.992	0.025	0.025	0.025	-0.255	0.000
633.069	-3.890	-21.339	25.230	0.033	0.025	0.025	0.986	0.002
633.131	-4.457	-20.999	25.461	0.033	0.025	0.025	0.986	0.000
633.194	-5.035	-20.658	25.687	0.041	0.025	0.025	-1.495	0.003
633.256	-5.601	-20.298	25.900	0.033	0.016	0.033	-1.495	0.000
633.319	-6.155	-19.927	26.088	0.049	0.033	0.041	-0.255	0.002
633.381	-6.728	-19.525	26.259	0.033	0.033	0.016	-0.255	0.003
633.444	-7.294	-19.105	26.405	0.041	0.025	0.016	-0.255	0.000
633.506	-7.884	-18.691	26.588	0.041	0.025	0.025	-0.255	0.002
633.569	-8.481	-18.289	26.764	0.049	0.016	0.025	0.986	0.000
633.631	-9.059	-17.869	26.929	0.049	0.033	0.033	-0.255	-0.002
633.694	-9.613	-17.455	27.093	0.025	0.033	0.025	-1.495	-0.001
633.757	-10.161	-17.053	27.239	0.025	0.033	0.033	0.986	-0.001
633.819	-10.697	-16.658	27.367	0.041	0.033	0.016	-0.255	0.000
633.882	-11.221	-16.262	27.507	0.041	0.033	0.025	0.986	0.000
633.944	-11.756	-15.866	27.629	0.033	0.025	0.025	-0.255	-0.003
634.007	-12.323	-15.440	27.781	0.033	0.033	0.033	-0.255	-0.005
634.069	-12.950	-14.959	27.921	0.033	0.025	0.025	-0.255	-0.001
634.132	-13.565	-14.454	28.037	0.041	0.025	0.016	-1.495	-0.001
634.194	-14.186	-13.912	28.122	0.041	0.033	0.025	-0.255	-0.002
634.257	-14.728	-13.437	28.189	0.041	0.025	0.025	-0.255	0.000
634.320	-15.221	-12.938	28.177	0.033	0.033	0.016	-1.495	0.000
634.382	-15.708	-12.469	28.195	0.041	0.033	0.025	-1.495	-0.001
634.445	-16.158	-12.024	28.195	0.033	0.025	0.025	-0.255	-0.001
634.507	-16.597	-11.549	28.171	0.041	0.025	0.016	0.986	0.000
634.570	-17.041	-11.062	28.122	0.033	0.025	0.025	-1.495	0.000
634.632	-17.443	-10.563	28.037	0.033	0.033	0.025	-0.255	0.000
634.695	-17.833	-10.040	27.903	0.033	0.025	0.016	2.226	0.003
634.757	-18.241	-9.479	27.750	0.033	0.025	0.041	-1.495	0.000
634.820	-18.624	-8.871	27.519	0.041	0.033	0.025	-0.255	0.002
634.882	-18.995	-8.177	27.184	0.041	0.025	0.016	0.986	0.002
634.945	-19.409	-7.367	26.788	0.041	0.025	0.016	0.986	0.000
635.008	-19.860	-6.448	26.320	0.041	0.033	0.016	0.986	0.000
635.070	-20.317	-5.486	25.814	0.041	0.033	0.025	-0.255	-0.001
635.133	-20.761	-4.505	25.291	0.041	0.033	0.025	0.986	-0.002
635.195	-21.206	-3.549	24.779	0.033	0.025	0.025	-1.495	-0.001
635.258	-21.711	-2.606	24.323	0.033	0.025	0.025	0.986	-0.002
635.320	-22.186	-1.747	23.933	0.041	0.033	0.016	-0.255	-0.002
635.383	-22.606	-0.962	23.580	0.041	0.033	0.016	-0.255	0.000
635.445	-23.038	-0.177	23.227	0.033	0.033	0.025	-1.495	-0.001
635.508	-23.416	0.530	22.892	0.033	0.025	0.033	0.986	-0.001
635.571	-23.732	1.181	22.551	0.041	0.025	0.016	0.986	0.002
635.633	-24.037	1.839	22.198	0.041	0.025	0.033	-0.255	0.000
635.696	-24.323	2.472	21.839	0.033	0.025	0.033	-1.495	-0.002
635.758	-24.609	3.099	21.504	0.041	0.033	0.025	0.986	-0.001
635.821	-24.859	3.702	21.151	0.041	0.025	0.025	2.226	-0.002
635.883	-25.126	4.317	20.810	0.041	0.025	0.016	0.986	-0.002
635.946	-25.394	4.907	20.481	0.041	0.033	0.025	-0.255	-0.001
636.008	-25.656	5.510	20.140	0.041	0.033	0.033	-0.255	0.000
636.071	-25.881	6.082	19.787	0.041	0.025	0.016	-1.495	-0.001
636.133	-26.107	6.667	19.422	0.033	0.025	0.033	-1.495	-0.001
636.196	-26.320	7.257	19.044	0.041	0.025	0.025	0.986	-0.003
636.259	-26.502	7.805	18.685	0.041	0.025	0.033	-0.255	-0.002
